,name,label
24337,bui trung dien,1
56432,tap hoa truong cao buu toai,0
57611,co so bich quan,0
58345,co so thu muatai,0
10180,nguyen huu sang,1
46845,dltran anh phuong,0
19435,dao hoang duong,1
13433,nguyen vuo lam suong,1
45341,dgdphan cat linh,0
7037,vu minh phuong,1
21054,phan duc minh tan,1
56595,truong dai hoc nguyen an co,0
46852,dlphan anh thi,0
50812,cua hang thao,0
14663,nguyen thanh hoang,1
1895,truong trong thanh,1
16808,ho thanh sa,1
38772,dt phan xuan thang,0
436,nguyen echam son,1
3188,le thien,1
15072,nguyen cong bao,1
34545,cty tnhh nha khoa thanh danh,0
40729,pk ngo bang son,0
48342,pkquang,0
10734,nguyen le truong thi,1
8205,dang van quan,1
53785,hoi dong huong an co,0
46103,dtquy,0
13739,pham huynh duc khiem,1
21545,do the son,1
52765,thai,0
59941,quay thuoc bao le,0
22102,vo hoang nam,1
57059,truong dai hoc lam van thanh,0
52748,phong kham nguyen bich tram,0
4048,vu hong son,1
8769,nguyen tien thang,1
2847,nguyen vu truong an,1
3358,vu thi thong,1
1686,phan duy bang,1
9735,nguyen dinh chuc,1
12369,nguyen cao son,1
57517,co so tam,0
2193,vo thanh thuc,1
10155,nguyen huu quan,1
27222,cty co phan hong lac,0
53185,phong kham da khoa truong trong quan,0
58721,ho kinh an ha,0
54397,hoi dong huong tran bao truc,0
9745,nguyen dinh an,1
11567,nguyen ngoc hoai bao,1
6576,huynh huu thao,1
23286,luu thien tuan,1
40986,pk buu toai,0
34306,dtd mot thanh vien tnh,0
30784,cty tnhh san xuat thuong mai dich vu anh khoa thu,0
17411,vu hoang long,1
31582,dntn phuoc sang,0
34857,ch samuel,0
31357,cong ty tnhh thang long,0
34423,dgd van lanh,0
37186,dgd bui anh tai,0
20516,ngo van luong,1
59359,ho kinh nguyen chan phong,0
32901,dntn nguyen thi hue,0
19453,le quoc dat,1
42736,chbich hue,0
20160,tran hong ngan,1
30336,dntn thanh tam,0
21431,hoang minh quan,1
30314,cty tnhh giai phap tiep thi thuong xuyen,0
57441,son,0
2865,tran minh quy,1
24068,tran quang huy,1
49,nguyen thi nhu tai,1
26587,cong ty tnhh duoc pham tan vu,0
58474,co so thu muabach van,0
36617,cb vu minh thai,0
55963,tap hoa truong vo anh dung,0
27533,cong ty tnhh san xuat thuong mai phuoc sang,0
2073,pham minh anh,1
19747,buon krong hong thanh,1
26575,cong ty tnhh mot thanh vien xay dung viet uc,0
53233,phong kham da khoa nguyen binh yen,0
33177,cty tnhh dich vu-thuong mai thien nhan,0
49801,ho kinh doanh nguyen minh tan,0
12429,nguyen cao thien,1
39143,dl truong anh khoa,0
43960,cbnguyen phuong chi,0
54614,nha khoa anh dao,0
46276,dttran bich hao,0
8994,nguyen van quang,1
20816,pham thuy nhi,1
19221,nguyen tan loc,1
34290,cty tnhh phan mem quan ba khanh,0
20130,huynh duong quy,1
24247,nguyen la thai nguyen,1
19719,tran nam trung,1
25637,dang van thanh,1
13776,pham huynh duc bang,1
29350,cong ty co phan cong nghe kem 45a trang tien ha noi,0
8057,phan xuan bao,1
18494,le mai long,1
555,nguyen xuan tai,1
14078,tran the sa,1
30083,cong ty tnhh mot thanh vien thang may mien nam,0
1720,nguyen vu ngoc son,1
45510,dgdnguyen anh thai,0
38638,dt do bich nhu,0
53551,thanh,0
43388,cnanh son,0
13889,huynh tuan anh,1
1692,nguyen vu ngoc phuong,1
14396,nguyen khac bao thuong,1
9078,nguyen van thong,1
5518,do minh thanh,1
39648,dl ho bao tran,0
58092,co so thu muanguyen vu ngoc quyen,0
30537,dntn le minh,0
35303,ch nguyen bach tuyet,0
24042,nguyen thanh nam,1
38348,dt an khang,0
31437,cty tnhh san xuat thuong mai phuong quynh,0
52123,dien thoai dang bach loan,0
18879,cao thi thanh,1
34829,khong su dung,0
8398,diep vuong the,1
19648,pham van quang,1
26475,cong ty tnhh phan mem cong nghe so hoa dts,0
35413,ch bao thuy,0
43220,chnguyen chanh viet,0
8451,dinh xuan quan,1
10401,nguyen van quan,1
34575,nguyen van luong,0
38393,dt bui an nhan,0
40517,pk anh dung,0
1133,nguyen ngoc thuy,1
24255,nguyen van nguyen,1
45352,dgdchi cong,0
5349,le cong son,1
20321,dinh thi thuy,1
18743,dong tien dung,1
51846,son,0
41426,dccdvvtld luu nguyen quoc son,0
11769,huynh thi kim thanh,1
22207,diep chan dat,1
46325,dtpham bich loan,0
39264,dl vu hong tam,0
1830,truong trong phuong,1
21281,ho xuan vinh,1
44096,son,0
29691,doanh nghiep tu nhan tu quy,0
20799,nguyen tran hoang linh,1
41851,cafean co,0
19679,tran thi tam,1
12921,nguyen dinh le tan,1
15195,vo nguyen minh chuc,1
33294,chi nhanh khach san a chau,0
40634,pk son,0
31776,cong ty trach nhiem huu han thien loi,0
11300,ho quang an,1
11162,trinh duc an,1
55374,quan ruou nguyen bich hue,0
43039,chnguyen bach yen,0
43790,cnluong bao lan,0
5209,ngo vu quy,1
620,nguyen xuan thinh,1
40132,dtb dang bao long,0
39555,dl bao hue,0
53487,phong kham da khoa thang,0
38955,dt thu,0
28760,nguyen tan hanh,0
58990,ho kinh le cong tai,0
42835,chngo bang son,0
5400,le cong thao,1
26687,cn cong ty co phan lam dac san xuat khau quang nam tai dn,0
13195,le nguyen thuy thang,1
58221,co so thu muaba thanh,0
24279,mai thi kieu oanh,1
54221,hoi dong huong bui bao toan,0
9918,luong van sa,1
2855,nguyen vu truong an,1
9565,le tien thanh,1
20762,tran thanh tu,1
56577,tap hoa truong chi bao,0
20674,tran quoc thai,1
59033,ho kinh tam,0
40674,pk nguyen bich hang,0
30000,dntn trang thanh,0
40441,dtb nguyen cat tien,0
1518,tran minh thu,1
1338,vo hoang sa,1
47596,dtbnguyen anh dao,0
45409,quyen,0
22145,hoang viet,1
14038,ho ngoc anh,1
9528,le tien sa,1
20507,nguyen thanh sang,1
58954,ho kinh duong bich lien,0
24056,nguyen dinh huy,1
28577,dntn thuong mai thu duc,0
57008,truong dai hoc tran bao thach,0
17576,phung vu cuong,1
13568,nguyen hoa tai,1
50430,cua hang bich chieu,0
8251,dang van thang,1
27271,cong ty tnhh mot thanh vien xay lap dien ninh thuan,0
15769,nguyen phuong son,1
38325,dgd chi bao,0
59318,ho kinh nguyen bao uyen,0
11341,tran quang van tam,1
24731,ngo quoc cuong,1
7367,vu van thu,1
30256,cty tnhh thuong mai dich vu ky thuat hoang nam phat,0
30993,cty tnhh song nhat,0
51920,dien thoai nguyen bich hop,0
41006,thien,0
42057,cafephan bich hai,0
15484,huynh tuan quan,1
32006,dntn hai thanh long,0
48535,pknguyen bao huynh,0
30178,cong ty co phan quoc te i.m.e.e,0
11624,nguyen binh thai,1
57945,thu,0
41095,pk huynh tran thu,0
6530,huynh huu son,1
17609,nguyen thi thuy,1
30204,cong ty co phan dich vu giao nhan va xep do giang nam,0
30826,hop tac xa kenh bac,0
36129,cn bao tram,0
56038,tap hoa truong anh thai,0
19536,tran van khanh,1
29880,cty tnhh kim y,0
19083,kieu quoc thang,1
11401,tran quang van thuan,1
20158,nguyen thanh phuong,1
53352,phong kham da khoa le bich nga,0
25407,pham nguyen phi,1
21977,le huynh thanh truc,1
9281,bui trung tan,1
27540,cty tnhh cong binh,0
28970,dntn ba duong,0
21414,nguyen phu cuong,1
50974,thuan,0
30859,cong ty trach nhiem huu han toan phuc,0
29285,cong ty tnhh bac son,0
33297,cong ty tnhh thien trang,0
11353,tran quang van suong,1
17495,ngo binh phuong phi van,1
16532,tran hoang vinh sang,1
38215,dgd nguyen cao nguyen,0
28409,cong ty tnhh vien thong ngoi sao,0
38327,dgd tran chi bao,0
49241,than,0
18702,pham quoc vieat,1
57370,co so phuong,0
41103,pk thuy,0
4486,nguyen ngoc thanh,1
57209,truong dai hoc cao tho,0
8067,bui minh quan,1
50450,cua hang anh viet,0
24102,nguyen ba khanh,1
18668,nguyen hoan song,1
7309,vu van son,1
3137,le phuong,1
57221,truong dai hoc khiem,0
46236,dtquang,0
30639,cong ty dich vu san xuat nong lam nghiep dong thap ii,0
42832,son,0
32683,cty tnhh thuong mai may moc thien thanh,0
28984,cong ty co phan du lich viet bach thao,0
53239,phong kham da khoa tran anh tu,0
7553,ho nguyen xuan quyen,1
36075,cn cao bao le,0
17116,nguyen hoang hieu,1
53842,hoi dong huong anh chi,0
43876,cnthu,0
32150,co so san xuat so 2 - cong ty tnhh loan hiep,0
23412,huynh huu tai,1
11071,trinh duc son,1
33472,chi nhanh cty co phan dau tu thuong mai vien dong tra vinh,0
23353,tang phuoc quan,1
18692,nguyen bach hien,1
57543,co so bui bich lam,0
57653,co so bich trang,0
59795,quay thuoc vu bao phap,0
2700,nguyen hai thinh,1
46031,dgdtruong,0
5494,do minh phuong,1
37653,dgd an lai,0
46642,dttho,0
55022,nha khoa luong bao lan,0
10764,nguyen le truong thuan,1
43533,cnson,0
34487,hkd kim hai,0
4548,nguyen ngoc anh,1
54327,hoi dong huong cao bao le,0
50965,cua hang tran van do,0
33112,chi nhanh cong ty tnhh phat trien ky thuat y hoc,0
1930,truong trong anh,1
47212,thang,0
25274,pham van hien,1
51542,noi that thinh,0
42214,tan,0
25126,nguyen trung phuoc,1
8266,dang van thao,1
9554,le tien thang,1
38776,dt bach lien,0
39897,dtb son,0
17461,le trong nghia,1
43865,cnbao truc,0
22014,tran xuan dao,1
28597,cty tnhh thuong mai & dv dien long,0
19007,le thanh tu,1
38082,dgd dang bich nha,0
57943,co so huynh tran thu,0
22876,phan minh han,1
43828,thong,0
32749,ho hoang bao loi(78k4954),0
58625,co so thu muakhiem,0
30715,cong ty tnhh thuong mai va dich vu hoang nguyen asean,0
58075,co so thu muaanh phuong,0
41621,dccdvvtld nguyen bach tuyet,0
9670,nguyen dinh tam,1
60059,quay thuoc chan phong,0
4897,pham thanh thu,1
54368,hoi dong huong tran cao nhan,0
21070,nguyen duy tan,1
11922,le ngoc thu,1
49427,dccdvvtlddao bao phuong,0
26115,cty tnhh thiet bi vien thong tin hoc thanh nien,0
47388,dlcao tien,0
7564,ho nguyen xuan quang,1
59770,quay thuoc than,0
132,le hoang phuong,1
58206,son,0
41566,dccdvvtld tran tat thang,0
13294,nguyen ngoc phuong,1
9341,bui trung anh,1
39595,the,0
50550,cua hang luu bach nhan,0
53771,phong kham da khoa tran chi bao,0
846,ly quoc thanh,1
3163,le suong,1
38949,thinh,0
52754,phong kham doan bao khanh,0
25688,cty tnhh thoi trang an tuong,0
22030,tran duc anh,1
4913,pham thanh hoang,1
31860,dntn xay xat huy hoang,0
40790,pk bao hoang,0
50885,cua hang bao truc,0
19744,y buan adrong,1
38042,dgd le duy thang,0
20532,tran binh minh,1
43675,cnbao thai,0
15927,nguyen huy thanh,1
21123,do bao thanh,1
59295,ho kinh bao tram,0
44809,dgdnguyen binh yen,0
21959,nguyen tu thuat,1
44211,cbduong ba truc,0
4656,bui anh anh,1
44761,dgdtruong trong quan,0
34113,cong ty co phan xay dung va san xuat co khi uong bi,0
56389,tap hoa truong bao binh,0
30318,cong ty tnhh san xuat - thuong mai phuoc loi,0
21633,vo tran hoang long,1
54807,nha khoa tai,0
6797,nguyen ngoc quoc,1
23968,luong thanh long,1
28095,cty co phan van hoa phuong dong,0
2887,tran minh son,1
51934,dien thoai duong bich lien,0
31287,cty tnhh dich vu van hoa giai tri sao mai,0
23377,huynh truong san,1
8297,dang van an,1
1446,tran minh sanh,1
14446,nguyen ngoc lan sanh,1
16429,le dinh tai,1
4853,pham thanh suong,1
21500,bui thuy tinh,1
35863,cn bich thoa,0
51284,suong,0
34202,cong ty tnhh tm va dv tuan thuy,0
44477,cbnguyen binh yen,0
18181,trinh xuan cong,1
8087,bui minh son,1
14849,pham thi nhu son,1
12963,nguyen dinh le thuy,1
23090,ho thi kim hoang,1
56521,tap hoa truong cat tuong,0
55755,thinh,0
45525,dgdnguyen bich chau,0
45692,dgdduong bao hien,0
28072,chi nhanh cong ty tnhh thuong mai du lich va dich vu hoa phuong tai quang ninh,0
37308,dgd bao khanh,0
34711,cong ty san xuat vat lieu xay dung dong nai,0
34039,cty tnhh hoang on,0
5167,luu nguyen quoc thuan,1
56456,tap hoa truong thinh,0
58066,quy,0
29525,cong ty tu van xay dung thuy loi phung hung (tnhh),0
47048,dlngo bich ngan,0
20054,tran minh lam,1
11090,trinh duc sang,1
23079,nguyen khai hoan,1
20600,hoang trong quyen,1
29843,dntn mai linh,0
20690,luong ngoc thao,1
6996,doan thanh anh,1
12196,pham thi thanh anh,1
29738,trung tam tin hoc cong dong,0
12312,nguyen hong thu,1
40788,pk tai,0
16332,nguyen le phu tho,1
35409,ch nguyen le truong tho,0
47727,dtbbich loan,0
47843,dtbtan,0
13732,pham huynh duc tho,1
41764,thu,0
23668,dang thai son,1
37638,keu,0
53669,phong kham da khoa thong,0
21584,le van khanh,1
11606,nguyen binh tam,1
44884,dgdbich hang,0
50797,cua hang nguyen dinh thi,0
24749,nguyen van dung,1
42959,chbao son,0
23233,nguyen binh luan,1
19396,bao quoc cong,1
52421,phong kham quy,0
51693,dien thoai an lai,0
38525,dt nguyen anh vu,0
43504,cnbui anh tai,0
23888,nguyen hoang chuong,1
46259,dtba ky,0
38418,dt anh duy,0
48072,dtbho bao tran,0
12073,huynh tran thuc,1
59412,quay thuoc le hoang quan,0
43848,cnthong,0
16861,ho thanh thuan,1
11491,nguyen ngoc hoai tan,1
27660,cong ty tnhh thanh phat loc,0
34209,cty tnhh the thao anh di,0
53885,hoi dong huong truong anh khoa,0
40693,pk bich lam,0
40882,pk bach lien,0
9724,nguyen dinh thuan,1
22412,bui viet hung,1
25060,nguyen xuan khanh,1
35396,ch thinh,0
18332,phan thanh suong,1
32199,doanh nghiep tn than phong,0
14054,tran the quan,1
28000,cty tnhh an vang,0
52040,dien thoai nguyen anh tan,0
15549,huynh tuan thien,1
46729,dtchieu duong,0
30594,cty tnhh thuong mai dich vu quang cao khai tan,0
1928,truong trong thong,1
17966,nguyen le hai dang,1
17903,nguyen thanh tung,1
41129,pk phan cat linh,0
11433,tran quang van anh,1
56838,truong dai hoc ba thuc,0
15279,le thanh thanh,1
970,bui minh thanh,1
21019,van tan quoc,1
4803,duong chi anh,1
26590,cong ty tnhh sx va kinh doanh thuong mai tinh huong,0
56471,tho,0
59164,ho kinh lam bach tra,0
42297,cafethang,0
19212,cao dai hoang hung,1
12279,nguyen hong thang,1
13448,nguyen vuo lam thanh,1
40983,pk luong van thao,0
11012,pham quang thu,1
59789,quay thuoc dang bich diep,0
2959,tran minh thuan,1
46139,phuong,0
15280,le thanh thao,1
2112,vo thanh tan,1
28518,tht cb lam san thang long,0
30838,cty co phan vien thong my lai,0
12145,pham thi thanh thanh,1
46412,tai,0
28178,cty tnhh mot thanh vien nha hang du lich cat vang,0
8918,dam van the,1
31522,nguyen thi truc phuong (78k4330),0
51924,dien thoai ba thuc,0
47321,dldao bao phuong,0
19350,do pham tuan dung,1
53721,phong kham da khoa boi linh,0
24900,vu hong son,1
33923,cong ty trach nhiem huu han thuong mai dich vu dai an,0
43190,chcat uy,0
8589,lam van quy,1
32001,dntn hai duong,0
1049,nguyen ngoc quy,1
29160,cong ty tnhh tm & du lich tan binh,0
8984,nguyen van quan,1
6717,nguyen anh thu,1
47323,dlthien,0
59170,ho kinh nguyen binh dinh,0
36206,cn cat cat,0
29074,cong ty tnhh ngoc sang,0
37295,dgd bich trang,0
33085,cong ty tnhh nha hang 261,0
19059,huynh tan hieu,1
26894,dntn phu my thang,0
37815,dgd bich hien,0
51546,noi that nguyen cao nghiep,0
18485,bui quang tin,1
33371,doanh nghiep tn quang ngoc,0
4647,bui anh thuan,1
43723,thanh,0
55242,quan ruou bui minh quan,0
35137,ch suong,0
11457,nguyen ngoc hoai phuong,1
54806,nha khoa le van tai,0
28751,cong ty tnhh thuong mai va dau tu minh long,0
8792,nguyen tien tho,1
29381,cty tnhh duy minh,0
22215,phan van dong,1
19436,nghiem duc le quang,1
55582,quan ruou bich dao,0
6015,vu thi hoai tai,1
12245,nguyen hong phuong,1
45186,dgdnguyen buu chuong,0
11374,tran quang van thang,1
42116,quoc,0
15540,huynh tuan thao,1
20996,dinh quang phat,1
57531,co so thai,0
5218,ngo vu son,1
42003,cafeson,0
49351,dccdvvtlddam van thien,0
60018,quay thuoc bao uyen,0
26418,dntn thuong mai luong tuyen,0
48853,pkthuan,0
43306,cnbui an thien,0
45708,dgdhuynh le tan tai,0
41733,dccdvvtld tran bao thuy,0
15827,nguyen phuong thuan,1
55202,quan,0
4274,nguyen minh duyen,1
4431,nguyen ngoc phuong,1
9134,vo duc phuong,1
32529,cong ty co phan tin hoc cuong thinh,0
40080,tam,0
8479,dinh xuan son,1
31328,cty tnhh thuong mai va dich vu quang cao tran phuc,0
52843,phong kham binh dat,0
26304,dntn thuong mai dich vu nha hang anh nguyen,0
26725,dntn hoang vinh,0
3798,phan duc si,1
11854,le ngoc quang,1
50047,ho kinh doanh thanh,0
37397,dgd thang,0
14293,pham tuan anh,1
13635,nguyen hoa chuc,1
28467,cong ty co phan tap doan giao duc viet nam new star,0
46402,dtho bich thu,0
51410,thang,0
42144,tai,0
29713,xi nghiep hoa thiep (dntn),0
33858,cs thuong mai thao mien,0
19490,ky van xi,1
3536,le anh son,1
21351,nguyen quy cuong,1
10601,nguyen duc thanh,1
51246,noi that le bich nga,0
22941,nguyen quoc bao,1
52682,phong kham bao chan,0
44984,dgdvu bich san,0
18614,do quang tuan,1
5439,le cong anh,1
53801,hoi dong huong dinh an lai,0
18118,nguyen thi thu trang,1
49245,dccdvvtlddoan bich ty,0
34352,dn thuong mai va dich vu quoc tien,0
22056,doan thien phuoc,1
56259,tap hoa truong nguyen ngoc than,0
31727,dntn hoang kien,0
2021,pham minh thanh,1
20017,bui thi ngoc yen,1
34660,doanh nghiep tu nhan huu duc,0
57728,thang,0
56911,truong dai hoc le bich quan,0
30459,xi nghiep xay xat che bien gao xuat khau thot not,0
43536,cnbich ngan,0
22793,nguyen hoai nam,1
21,nguyen thi nhu son,1
48547,pkbao lam,0
53321,phong kham da khoa ba thinh,0
42049,cafevo ba ky,0
10240,nguyen huu thinh,1
26940,dntn nam thanh,0
23247,nguyen thanh tam,1
43274,cnphuong,0
56596,truong dai hoc nguyen phuong chi,0
8121,bui minh thang,1
32013,cong ty tnhh thoi trang c&f,0
11907,le ngoc thanh,1
8905,dam van thang,1
47859,dtbbao phap,0
939,bui minh son,1
1373,vo hoang thanh,1
43666,cnthanh,0
24021,nguyen thach mong,1
35107,ch luu bich nga,0
7534,le duy anh,1
53217,phong kham da khoa ban mai,0
38428,dt phan anh thi,0
20372,le quang nguyen,1
27286,cong ty tnhh mot thanh vien xay dung thuong mai pham huu,0
43583,son,0
27412,cty tnhh chin chin chin,0
17512,tran trieu hoang anh,1
56433,tap hoa truong cao bao le,0
33090,cong ty tnhh tu van giao duc hoa trang nguyen,0
26053,le thi loan (78k - 5796),0
38741,dt bang bang,0
36959,dgd an ha,0
25288,hoang manh hieu,1
3555,le anh tai,1
49993,ho kinh doanh bao thai,0
57901,co so ho quang thinh,0
2389,nguyen viet tai,1
58179,co so thu muaanh vu,0
39938,dtb le anh son,0
53375,phong kham da khoa tai,0
57467,co so le quang,0
25465,ta kim thuong,1
39737,dl cat tien,0
39136,dl nguyen anh khai,0
58275,co so thu muason,0
56383,tap hoa truong vo binh minh,0
57819,thi,0
56006,tap hoa truong vo anh thao,0
31902,dntn tan thanh,0
12190,pham thi thanh thinh,1
15529,huynh tuan thang,1
50903,cua hang khiem,0
17309,nguyen khuong hai,1
54920,thang,0
24620,tran minh tien,1
47600,dtbanh son,0
14956,nguyen cong quyen,1
42896,chbao hoang,0
44205,cbbui bich lam,0
25226,la hoai giang,1
54160,hoi dong huong doan thanh tan,0
24724,ho to quynh,1
23709,nguyen tuan anh,1
54637,nha khoa nguyen binh yen,0
1098,nguyen ngoc thanh,1
53875,quoc,0
24251,nguyen trang cat nguyen,1
5072,luu nguyen quoc phuong,1
37165,dgd nguyen minh tan,0
15946,nguyen huy thinh,1
16141,chau viet son,1
47860,dtbbich dao,0
29925,cong ty tnhh thuong mai trang yen,0
5572,do minh an,1
47667,dtbvo tien si,0
8949,dam van anh,1
42229,cafebao lam,0
5550,do minh sinh,1
38365,dt nguyen an ha,0
11266,ho quang thinh,1
23926,tran tien dung,1
12932,nguyen dinh le thao,1
30858,chi nhanh dntn ut,0
2462,nguyen viet bao,1
39988,dtb phuong,0
41661,dccdvvtld bao hue,0
31007,xuong cbcu thu mua hang xuat khau (xuong che bien ii),0
52874,phong kham vo bao anh,0
453,nguyen echam thang,1
32323,cong ty tnhh hai linh,0
34645,doanh nghiep tu nhan khanh hoi,0
30120,cong ty co phan thuong mai truong phat,0
5096,luu nguyen quoc son,1
9092,nguyen van bao,1
2195,vo thanh chuc,1
54219,hoi dong huong bao toan,0
22022,vu tuan anh,1
2166,vo thanh thinh,1
47443,thuong,0
27345,cong ty tnhh hwa kyung vina seafood,0
57195,truong dai hoc cao son,0
9598,le tien thong,1
31917,cn cong ty tnhh duy lap,0
19229,mai van khai,1
44579,thu,0
37444,dgd le bao chau,0
42884,chduong bao hien,0
25618,nguyen tran thai,1
6320,ho quoc thinh,1
14620,nguyen thanh thanh,1
9073,nguyen van hoang,1
9351,bui trung anh,1
42244,cafebich dao,0
55734,thanh,0
18256,huynh thanh viet,1
904,ly quoc anh,1
42478,cafenguyen binh khiem,0
53384,phong kham da khoa bao chan,0
40038,tai,0
5610,tran thi minh son,1
45381,phuong,0
19214,hoang anh hung,1
25731,cnkd ban le xang dau hang khong tai tinh vinh long,0
897,ly quoc an,1
17647,nguyen lam tu,1
16081,pham hong thuan,1
36414,cb vu thi phuong,0
23131,nguyen le hung,1
39812,dtb bui duy quy,0
20897,nguyen tien anh,1
25310,nguyen vu hoai,1
33999,dtdd tan phuc,0
581,nguyen xuan thang,1
16964,diep vuong thang,1
12318,nguyen hong do,1
46497,dtbao toan,0
57355,co so nguyen ngoc son,0
28584,cua hang vat tu thiet bi quang trung,0
52264,dien thoai tran minh thong,0
11666,nguyen binh thuong,1
27825,cty tnhh sx tm dich vu tu van dau tu a ti co,0
8219,dang van son,1
51961,dien thoai ngo bang son,0
42158,suong,0
49024,son,0
6403,huynh le tan thai,1
46605,dtcao bao le,0
17112,nguyen duc hanh,1
52589,phong kham son,0
6022,vu thi hoai tam,1
32364,xi nghiep thep viet phap (dntn),0
31925,cong ty co phan lam son,0
17585,nguyen van dung,1
7282,vu van phuong,1
42636,phuong,0
56035,tap hoa truong nguyen hai son,0
10171,nguyen huu tam,1
9753,nguyen cong samuel,1
49067,dccdvvtldba ky,0
14928,pham thi nhu thong,1
58870,ho kinh le bich duyen,0
39407,dl bao huynh,0
49062,dccdvvtldle ba cuong,0
2705,nguyen hai huy,1
33696,dntn thien nhien,0
15550,huynh tuan thinh,1
31036,doanh nghiep tn  thanh  thai,0
26951,dntn khach san su tu,0
58548,co so thu muathe,0
57107,truong dai hoc le bao hue,0
21219,vo minh bao hieu,1
11511,nguyen ngoc hoai thanh,1
24928,huynh duy anh toan,1
8467,dinh xuan phuong,1
4302,le ha xuan quoc,1
58384,co so thu muadang bao long,0
19050,tran van thanh,1
10502,nguyen van hop,1
46751,dttran chi bao,0
15617,nguyen minh phuong,1
56925,truong dai hoc duong bich thoa,0
17043,nguyen duy chinh,1
56561,tap hoa truong truong,0
52919,thao,0
10586,nguyen duc thanh,1
55585,quan ruou vu van thanh,0
32700,cty phat trien khu cong nghiep can tho,0
4610,bui anh thanh,1
26175,chi nhanh phat tai 3,0
11713,huynh thi kim quyen,1
48393,pkba thanh,0
38934,dt thong,0
59595,quay thuoc son,0
32824,cong ty tnhh vero veria viet nam,0
58107,co so thu muaquan,0
10414,nguyen van quan,1
12875,nguyen dinh le quy,1
50629,cua hang huynh huu tam,0
20904,tran xuan dat,1
10856,tran minh thanh,1
5027,le truong thu,1
31734,doanh nghiep tu nhan vang kim loan,0
54194,hoi dong huong ho bang tam,0
47176,dlthanh,0
14859,pham thi nhu son,1
17298,ngo nguyen duy,1
50785,thanh,0
23659,pham thanh loc,1
58805,ho kinh anh thu,0
31970,cty tnhh thuong mai dich vu du lich to gia thinh,0
35623,quoc,0
35850,cn le bao duy,0
22530,ly ba thanh,1
13734,pham huynh duc thong,1
51896,dien thoai ba phuoc,0
54342,hoi dong huong dao van thien,0
33383,dntn nam quan,0
12953,nguyen dinh le thong,1
7949,phan xuan son,1
10944,pham quang quang,1
51761,dien thoai phuong,0
3624,le anh duyen,1
375,dinh van chuc,1
22768,phung duy luong,1
34146,cong ty tnhh tm mot thanh vien phu vinh,0
41299,dccdvvtld nguyen binh yen,0
37294,dgd bao huynh,0
15567,huynh tuan thuan,1
49622,ho kinh doanh an thien,0
22600,dang ngoc khanh,1
57591,co so do bao bao,0
46532,dtbinh dinh,0
7002,doan thanh an,1
41390,dccdvvtld nguyen bich hop,0
51025,quyen,0
57414,co so anh quan,0
59606,quay thuoc phan ba loc,0
10279,dao van quy,1
8584,lam van sang,1
15587,huynh tuan an,1
54246,thang,0
11088,trinh duc sa,1
3451,nguyen van thanh,1
44995,dgdbao hoa,0
6218,duong thanh thong,1
40566,pk anh quan,0
52862,phong kham thien,0
36560,cb vu bich san,0
37819,dgd phuong,0
40362,dtb bao uyen,0
43825,cnnguyen bao quynh,0
17426,doan quang minh,1
41025,pk nguyen le truong tho,0
38856,dt le tien thanh,0
390,nguyen echam quynh,1
25532,pham le trinh,1
30942,cty tnhh xay dung co khi gia hoa,0
43889,cnhuynh thi kim sinh,0
45792,dgdphan xuan thang,0
8564,dinh xuan duyen,1
52176,dien thoai binh nguyen,0
28548,cong ty co phan vat lieu xd quang xuong,0
40682,pk le ha xuan thai,0
50778,thanh,0
54507,phuong,0
4585,bui anh tai,1
38008,dgd than,0
27463,cong ty tnhh mai nguyen,0
11928,le ngoc do,1
6870,nguyen ngoc anh,1
9782,nguyen cong tan,1
34566,cty tnhh mtv thuong mai dich vu van co,0
14823,pham thi nhu samuel,1
54666,nha khoa vu thi phuong,0
34702,cty tnhh mtv do go tu nhien,0
42800,chbui ba thuc,0
14793,vu minh hoang,1
31712,dntn thuong mai san xuat tham son,0
53908,hoi dong huong nguyen minh phuong,0
10583,nguyen duc tan,1
1152,nguyen ngoc an,1
1793,nguyen vu ngoc hoang,1
40761,tai,0
20754,to manh tu,1
39840,dtb nguyen vu ngoc quyen,0
32044,cong ty tnhh u s a ngoi nha,0
12056,huynh tran thuong,1
54236,hoi dong huong diep bach mai,0
1372,vo hoang thanh,1
36354,cb anh quan,0
6770,nguyen ngoc phuong,1
26449,cong ty tnhh mot thanh vien dai dat,0
15924,nguyen huy thang,1
50608,cua hang duong thanh tam,0
8407,diep vuong thu,1
6671,nguyen anh tai,1
11278,ho quang do,1
24983,ho dac trung,1
34486,dn tan hiep hung,0
54259,hoi dong huong thanh,0
45732,dgdbao khanh,0
7274,dang xuan anh,1
20316,nguyen tuan anh,1
24422,tran viet ha,1
59101,ho kinh le bang bang,0
53095,phong kham da khoa quan,0
34919,ch phan duy quoc,0
22822,dang minh nhat,1
1114,nguyen ngoc thi,1
24929,tran thanh tra,1
32929,dntn net hong ngoc,0
27357,doanh nghiep tu nhan long viet hai,0
38358,dt dinh an di,0
47516,dtban thien,0
20232,hoa hooang nhaan,1
54937,nha khoa diep binh an,0
19227,tran dang khoa,1
44781,dgdnguyen anh vu,0
34237,cong ty  trach nhiem huu han xuat nhap khau va thuong mai thuan hung,0
29687,chi nhanh dntn dai phuc,0
56661,truong dai hoc quy,0
11407,tran quang van thuan,1
5113,luu nguyen quoc suong,1
16874,ho thanh thuan,1
15631,nguyen minh tam,1
888,ly quoc thong,1
